R:A::C:P,0 4,1,2 3 5 6
0 4,0.3368421052631579,0.1724137931034483,0.13008130081300814
1,0.4842105263157895,0.4827586206896552,0.43902439024390244
2 3 5 6,0.17894736842105263,0.3448275862068966,0.43089430894308944
