R:A::C:P,0,1 2,3 4 5 6
0,0.07446808510638298,0.031914893617021274,0.05319148936170213
1 2,0.15159574468085107,0.21808510638297873,0.2872340425531915
3 4 5 6,0.02127659574468085,0.0425531914893617,0.1196808510638298
