R:A::C:P,0 1,2,3 4,5,6
0 1,0.4702549575070821,0.11614730878186968,0.20113314447592068,0.09915014164305949,0.11331444759206799
2,0.313953488372093,0.1744186046511628,0.28488372093023256,0.1511627906976744,0.0755813953488372
3 4,0.2247191011235955,0.20224719101123595,0.29213483146067415,0.1797752808988764,0.10112359550561797
5,0.24561403508771928,0.08771929824561403,0.2807017543859649,0.21052631578947367,0.17543859649122806
6,0.2636363636363636,0.10909090909090909,0.35454545454545455,0.11818181818181818,0.15454545454545454
