R:A::C:P,0,1 6,2 5,3,4
0,0.43243243243243246,0.28378378378378377,0.16216216216216217,0.04054054054054054,0.08108108108108109
1 6,0.18264248704663213,0.3432642487046632,0.22279792746113988,0.11528497409326424,0.13601036269430053
2 5,0.1509433962264151,0.2991913746630728,0.2641509433962264,0.15633423180592992,0.1293800539083558
3,0.16666666666666666,0.23529411764705882,0.30392156862745096,0.14705882352941177,0.14705882352941177
4,0.1095890410958904,0.1506849315068493,0.3424657534246575,0.1780821917808219,0.2191780821917808
