R:A::C:P,0,1 6,2 4 5,3
0,0.12598425196850394,0.04861111111111111,0.03409090909090909,0.016853932584269662
1 6,0.5551181102362205,0.6134259259259259,0.5246212121212122,0.5
2 4 5,0.25196850393700787,0.2824074074074074,0.3541666666666667,0.398876404494382
3,0.06692913385826772,0.05555555555555555,0.08712121212121213,0.08426966292134831
