R:A::C:P,0,1,2,3,4,5,6,7
0,0,21,4,3,7,7,5,13
1,50,0,31,18,22,4,26,15
2,9,18,0,16,12,6,18,2
3,1,1,7,0,6,4,3,0
4,4,0,3,4,0,1,2,0
5,3,0,2,5,1,0,4,2
6,1,1,4,1,5,3,0,1
7,3,2,0,0,0,0,0,0
