R:A::C:P,0,1,2,3,4,5,6,7
0,0.0,0.05511811023622047,0.010498687664041995,0.007874015748031496,0.01837270341207349,0.01837270341207349,0.013123359580052493,0.03412073490813648
1,0.13123359580052493,0.0,0.08136482939632546,0.047244094488188976,0.05774278215223097,0.010498687664041995,0.06824146981627296,0.03937007874015748
2,0.023622047244094488,0.047244094488188976,0.0,0.04199475065616798,0.031496062992125984,0.015748031496062992,0.047244094488188976,0.005249343832020997
3,0.0026246719160104987,0.0026246719160104987,0.01837270341207349,0.0,0.015748031496062992,0.010498687664041995,0.007874015748031496,0.0
4,0.010498687664041995,0.0,0.007874015748031496,0.010498687664041995,0.0,0.0026246719160104987,0.005249343832020997,0.0
5,0.007874015748031496,0.0,0.005249343832020997,0.013123359580052493,0.0026246719160104987,0.0,0.010498687664041995,0.005249343832020997
6,0.0026246719160104987,0.0026246719160104987,0.010498687664041995,0.0026246719160104987,0.013123359580052493,0.007874015748031496,0.0,0.0026246719160104987
7,0.007874015748031496,0.005249343832020997,0.0,0.0,0.0,0.0,0.0,0.0
