R:A::C:P,antag,fool,other,protag
antag,0.0,0.0425531914893617,0.125,0.07894736842105263
fool,0.12121212121212122,0.2553191489361702,0.0,0.05263157894736842
other,0.7878787878787878,0.6382978723404256,0.7291666666666666,0.6578947368421053
protag,0.09090909090909091,0.06382978723404255,0.14583333333333334,0.21052631578947367
