R:A::C:P,0 2 4,1,3 5,6
0 2 4,0.27672955974842767,0.05660377358490566,0.1320754716981132,0.012578616352201259
1,0.22012578616352202,0.11320754716981132,0.1069182389937107,0.0
3 5,0.03773584905660377,0.006289308176100629,0.018867924528301886,0.006289308176100629
6,0.006289308176100629,0.0,0.006289308176100629,0.0
