R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.5797872340425532,0.11702127659574468,0.17819148936170212
4,0.013297872340425532,0.018617021276595744,0.005319148936170213
5 6,0.04521276595744681,0.015957446808510637,0.026595744680851064
