R:A::C:P,0,1,2 5,3,4,6
0,32,19,12,3,6,2
1,92,101,64,34,50,40
2 5,56,62,98,58,48,49
3,17,11,31,15,15,13
4,8,5,25,13,16,6
6,49,36,108,55,55,88
