R:A::C:P,0 1 2 6,3 4,5
0 1 2 6,0.718266253869969,0.2260061919504644,0.05572755417956656
3 4,0.4444444444444444,0.4444444444444444,0.1111111111111111
5,0.5294117647058824,0.29411764705882354,0.17647058823529413
