R:A::C:P,0 1 2 6,3 4,5
0 1 2 6,0.9027237354085603,0.776595744680851,0.72
3 4,0.0622568093385214,0.1702127659574468,0.16
5,0.03501945525291829,0.05319148936170213,0.12
