R:A::C:P,0 1,2 3,4 5 6
0 1,0.30319148936170215,0.1196808510638298,0.17819148936170212
2 3,0.07712765957446809,0.0797872340425532,0.11702127659574468
4 5 6,0.023936170212765957,0.034574468085106384,0.06648936170212766
