R:A::C:P,0 1,2 3,4 5 6
0 1,0.75,0.5113636363636364,0.49264705882352944
2 3,0.19078947368421054,0.3409090909090909,0.3235294117647059
4 5 6,0.05921052631578947,0.14772727272727273,0.18382352941176472
