R:A::C:P,antag,fool,other,protag
antag,0.10344827586206896,0.034482758620689655,0.5862068965517241,0.27586206896551724
fool,0.1,0.6,0.2,0.1
other,0.11040339702760085,0.11252653927813164,0.5753715498938429,0.20169851380042464
protag,0.11428571428571428,0.05714285714285714,0.4,0.42857142857142855
