R:A::C:P,antag,fool,other,protag
antag,0.005405405405405406,0.0018018018018018018,0.03063063063063063,0.014414414414414415
fool,0.0036036036036036037,0.021621621621621623,0.007207207207207207,0.0036036036036036037
other,0.0936936936936937,0.09549549549549549,0.4882882882882883,0.17117117117117117
protag,0.007207207207207207,0.0036036036036036037,0.025225225225225224,0.02702702702702703
