R:A::C:P,antag,fool,other,protag
antag,0.04918032786885246,0.014705882352941176,0.05555555555555555,0.06666666666666667
fool,0.03278688524590164,0.17647058823529413,0.013071895424836602,0.016666666666666666
other,0.8524590163934426,0.7794117647058824,0.8856209150326797,0.7916666666666666
protag,0.06557377049180328,0.029411764705882353,0.0457516339869281,0.125
