R:C::C:G,0,1,2,3,4,5,6,7,p
0,7,9,17,11,24
1,40,33,43,37,73
2,20,22,26,20,23
3,7,8,6,7,6
4,3,10,6,2,3
5,6,8,8,1,3
6,7,15,5,6,4
7,1,0,0,2,4
p,1,2,7,7,5
