R:A::C:P,0 5,1,2 3 4 6
0 5,0.5128205128205128,0.1282051282051282,0.358974358974359
1,0.32857142857142857,0.2571428571428571,0.4142857142857143
2 3 4 6,0.2,0.1,0.7
