R:A::C:P,0,1,2,3,4,5,p
0,0.38095238095238093,0.3157894736842105,0.05,0.1,0.0,0.6666666666666666,0.125
1,0.42857142857142855,0.5263157894736842,0.45,0.4,0.0,0.3333333333333333,0.375
2,0.14285714285714285,0.10526315789473684,0.25,0.5,0.0,0.0,0.5
3,0.0,0.0,0.15,0.0,0.0,0.0,0.0
4,0.0,0.0,0.05,0.0,1.0,0.0,0.0
5,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
p,0.047619047619047616,0.0,0.05,0.0,0.0,0.0,0.0
