R:A::C:P,0,1,2,3,4,5,p
0,0.42105263157894735,0.3157894736842105,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842
1,0.25,0.2777777777777778,0.25,0.1111111111111111,0.0,0.027777777777777776,0.08333333333333333
2,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.0,0.0,0.21052631578947367
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.5,0.0,0.5,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
p,0.5,0.0,0.5,0.0,0.0,0.0,0.0
