R:A::C:P,0 6,1 2 4,3 5
0 6,0.12284482758620689,0.11709770114942529,0.09410919540229885
1 2 4,0.16020114942528735,0.25287356321839083,0.11063218390804598
3 5,0.041666666666666664,0.05531609195402299,0.04525862068965517
