R:A::C:P,0 1 2 4,3,5 6
0 1 2 4,0.6911581569115816,0.11083437110834371,0.1980074719800747
3,0.5686274509803921,0.14705882352941177,0.28431372549019607
5 6,0.4784394250513347,0.15195071868583163,0.36960985626283366
