R:A::C:P,0 5,1 4 6,2,3
0 5,0.048132183908045974,0.04597701149425287,0.01221264367816092,0.015804597701149427
1 4 6,0.18031609195402298,0.28520114942528735,0.06824712643678162,0.07327586206896551
2,0.05244252873563218,0.08764367816091954,0.029454022988505746,0.028017241379310345
3,0.023706896551724137,0.028017241379310345,0.010775862068965518,0.010775862068965518
