R:A::C:P,0 2 3,1,4 5 6
0 2 3,0.14942528735632185,0.05747126436781609,0.11709770114942529
1,0.11853448275862069,0.07255747126436782,0.08261494252873564
4 5 6,0.16307471264367815,0.03807471264367816,0.20114942528735633
