R:A::C:P,0 1,2 3,4 5 6
0 1,0.1752873563218391,0.05962643678160919,0.09195402298850575
2 3,0.08405172413793104,0.07902298850574713,0.10775862068965517
4 5 6,0.09123563218390805,0.10991379310344827,0.20114942528735633
