R:A::C:P,0,1,2,3,4,5,6,7,p
0,0,21,5,5,11,9,5,9,8
1,53,0,28,45,21,25,42,33,33
2,14,28,0,31,22,26,9,9,33
3,2,6,8,0,3,8,6,8,9
4,5,1,9,4,0,9,4,6,1
5,4,3,4,7,13,0,10,4,12
6,7,14,9,22,27,10,0,12,9
7,7,2,0,0,1,0,1,0,1
p,6,1,4,8,2,4,2,6,0
