R:A::C:P,0 2,1 3 4 5,6
0 2,0.4626865671641791,0.4044943820224719,0.6666666666666666
1 3 4 5,0.5223880597014925,0.5842696629213483,0.3333333333333333
6,0.014925373134328358,0.011235955056179775,0.0
