R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,55,9,5,0,1,0,1,0,0,3
1,152,91,30,23,18,9,29,10,7,12
2,84,43,38,14,23,7,20,17,9,20
3,25,19,11,15,5,4,13,3,1,6
4,17,6,11,5,12,3,9,2,2,6
5,25,8,8,8,11,13,12,4,0,7
6,56,45,29,52,39,29,60,21,25,35
7,8,4,2,1,2,0,0,10,0,3
a2,0,0,0,0,0,0,1,0,0,0
p,17,7,5,3,4,3,2,4,0,5
