R:A::C:P,0 2 5,1,3 6,4
0 2 5,0.5964912280701754,0.19298245614035087,0.10526315789473684,0.10526315789473684
1,0.4576271186440678,0.3728813559322034,0.1016949152542373,0.06779661016949153
3 6,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666
4,0.5,0.0,0.25,0.25
