R:A::C:P,0,1 3,2,4,5,6
0,23,18,6,12,9,5
1 3,64,118,44,29,34,41
2,23,55,30,25,26,13
4,7,5,9,7,8,3
5,7,14,5,9,12,10
6,12,32,12,24,13,17
