R:A::C:P,0 3 4,1,2 6,5
0 3 4,0.20096463022508038,0.14957264957264957,0.16120218579234974,0.17647058823529413
1,0.2829581993569132,0.43162393162393164,0.21584699453551912,0.14705882352941177
2 6,0.43569131832797425,0.36752136752136755,0.5655737704918032,0.6
5,0.08038585209003216,0.05128205128205128,0.05737704918032787,0.07647058823529412
