R:A::C:P,0,1 2 3,4 5,6
0,0.053231939163498096,0.053231939163498096,0.019011406844106463,0.0038022813688212928
1 2 3,0.16539923954372623,0.34980988593155893,0.14068441064638784,0.049429657794676805
4 5,0.017110266159695818,0.03612167300380228,0.024714828897338403,0.017110266159695818
6,0.011406844106463879,0.02091254752851711,0.022813688212927757,0.015209125475285171
