R:A::C:P,0 4 5 6,1,2 3
0 4 5 6,0.3415492957746479,0.23255813953488372,0.24358974358974358
1,0.43661971830985913,0.5,0.3782051282051282
2 3,0.22183098591549297,0.26744186046511625,0.3782051282051282
