R:A::C:P,0 5,1,2 3,4 6
0 5,0.3941176470588235,0.18235294117647058,0.22941176470588234,0.19411764705882353
1,0.30708661417322836,0.2650918635170604,0.19160104986876642,0.23622047244094488
2 3,0.28116710875331563,0.16180371352785147,0.2917771883289125,0.26525198938992045
4 6,0.28879310344827586,0.08836206896551724,0.2672413793103448,0.35560344827586204
