R:A::C:P,0,1 5,2,3 4 6
0,0.2153846153846154,0.12408759124087591,0.10638297872340426,0.07878787878787878
1 5,0.5615384615384615,0.46715328467153283,0.44680851063829785,0.44242424242424244
2,0.13076923076923078,0.2116788321167883,0.2553191489361702,0.24848484848484848
3 4 6,0.09230769230769231,0.19708029197080293,0.19148936170212766,0.23030303030303031
