R:A::C:P,0,1 5,2,3 4 6
0,0.4117647058823529,0.25,0.14705882352941177,0.19117647058823528
1 5,0.2896825396825397,0.25396825396825395,0.16666666666666666,0.2896825396825397
2,0.15315315315315314,0.26126126126126126,0.21621621621621623,0.36936936936936937
3 4 6,0.12631578947368421,0.28421052631578947,0.18947368421052632,0.4
