R:A::C:P,0 2,1,3,4,5 6
0 2,0.4626865671641791,0.32142857142857145,0.41935483870967744,0.42105263157894735,0.5714285714285714
1,0.43283582089552236,0.6428571428571429,0.3870967741935484,0.3157894736842105,0.35714285714285715
3,0.029850746268656716,0.03571428571428571,0.06451612903225806,0.10526315789473684,0.0
4,0.029850746268656716,0.0,0.06451612903225806,0.15789473684210525,0.0
5 6,0.04477611940298507,0.0,0.06451612903225806,0.0,0.07142857142857142
