R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.8419354838709677,0.7419354838709677,0.7241379310344828,0.5833333333333334
3,0.04838709677419355,0.08064516129032258,0.034482758620689655,0.125
4,0.03225806451612903,0.016129032258064516,0.0,0.13541666666666666
5 6,0.07741935483870968,0.16129032258064516,0.2413793103448276,0.15625
