R:A::C:P,0 1 6,2,3 4 5
0 1 6,0.6934865900383141,0.574468085106383,0.5614035087719298
2,0.18007662835249041,0.2553191489361702,0.23391812865497075
3 4 5,0.12643678160919541,0.1702127659574468,0.2046783625730994
