R:A::C:P,0 3,1 6,2,4,5
0 3,0.5185185185185185,0.18518518518518517,0.12962962962962962,0.1111111111111111,0.05555555555555555
1 6,0.4166666666666667,0.225,0.18333333333333332,0.10833333333333334,0.06666666666666667
2,0.2777777777777778,0.3333333333333333,0.18518518518518517,0.1111111111111111,0.09259259259259259
4,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.0
5,0.5,0.125,0.375,0.0,0.0
