R:A::C:P,comedy,history,tragedy
comedy,0.45681818181818185,0.23636363636363636,0.3068181818181818
history,0.16768916155419222,0.6175869120654397,0.2147239263803681
tragedy,0.21507352941176472,0.23529411764705882,0.5496323529411765
