R:A::C:P,0 1,2,3,4 6,5
0 1,0.5865724381625441,0.3867924528301887,0.37894736842105264,0.38461538461538464,0.3431372549019608
2,0.19081272084805653,0.2830188679245283,0.25263157894736843,0.19487179487179487,0.2549019607843137
3,0.04240282685512368,0.08490566037735849,0.09473684210526316,0.06153846153846154,0.0784313725490196
4 6,0.13074204946996468,0.19811320754716982,0.2,0.26153846153846155,0.20588235294117646
5,0.04946996466431095,0.04716981132075472,0.07368421052631578,0.09743589743589744,0.11764705882352941
