R:A::C:P,0,1 4 6,2,3 5
0,0.029449423815621,0.03841229193341869,0.0076824583866837385,0.01792573623559539
1 4 6,0.10115236875800256,0.25224071702944945,0.07170294494238157,0.12419974391805377
2,0.029449423815621,0.088348271446863,0.03841229193341869,0.06402048655569782
3 5,0.014084507042253521,0.058898847631242,0.01792573623559539,0.046094750320102434
