R:A::C:P,0 1,2 3,4 5,6
0 1,0.504424778761062,0.19911504424778761,0.16371681415929204,0.13274336283185842
2 3,0.2815533980582524,0.2912621359223301,0.2524271844660194,0.17475728155339806
4 5,0.1935483870967742,0.2903225806451613,0.3548387096774194,0.16129032258064516
6,0.1875,0.25,0.5,0.0625
