R:A::C:P,0 1,2 3 5,4 6
0 1,0.21254801536491677,0.14340588988476313,0.09603072983354674
2 3 5,0.10243277848911651,0.16645326504481434,0.088348271446863
4 6,0.04737516005121639,0.07810499359795134,0.06530089628681178
