R:A::C:P,0 1,2 3 5,4 6
0 1,0.4702549575070821,0.31728045325779036,0.21246458923512748
2 3 5,0.2867383512544803,0.4659498207885305,0.24731182795698925
4 6,0.2483221476510067,0.40939597315436244,0.3422818791946309
