R:A::C:P,0 1,2 3 5,4 6
0 1,0.5865724381625441,0.3696369636963696,0.38461538461538464
2 3 5,0.2826855123674912,0.429042904290429,0.35384615384615387
4 6,0.13074204946996468,0.20132013201320131,0.26153846153846155
