                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0123-4-5-6   60.90%     35.04%     28.37%     9.31%   
                    012-3-4-56   52.93%     38.06%     29.49%     11.91%  
                    012-34-5-6   52.93%     31.66%     27.99%     9.40%   
                    0-1234-5-6   52.13%     32.13%     30.27%     9.95%   
                    012-3-45-6   51.60%     28.42%     25.67%     6.62%   
                    01-234-5-6   46.28%     30.55%     30.05%     10.66%  
                    0-123-4-56   43.09%     42.62%     32.61%     15.66%  
                    01-23-4-56   42.82%     39.97%     32.33%     14.88%  
                    0-123-45-6   41.76%     32.97%     28.79%     10.37%  
                    01-2-345-6   41.49%     31.39%     28.86%     10.61%  
                    01-23-45-6   41.49%     30.33%     28.51%     9.60%   
                    01-2-3-456   41.22%     33.33%     29.38%     11.36%  
                    01-2-34-56   40.69%     35.31%     30.62%     12.64%  
                    0-12-345-6   36.97%     34.74%     29.49%     11.93%  
                    0-12-3-456   36.70%     36.67%     30.01%     12.68%  
                    0-1-2345-6   36.17%     32.08%     29.25%     10.44%  
                    0-12-34-56   36.17%     38.65%     31.25%     13.96%  
                    0-1-234-56   33.24%     35.88%     31.19%     12.34%  
                    0-1-2-3456   31.12%     36.65%     30.26%     12.88%  
                    0-1-23-456   30.32%     36.91%     30.72%     12.78%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-123-4-56   43.09%     42.62%     32.61%     15.66%  
                    01-23-4-56   42.82%     39.97%     32.33%     14.88%  
                    0-12-34-56   36.17%     38.65%     31.25%     13.96%  
                    012-3-4-56   52.93%     38.06%     29.49%     11.91%  
                    0-1-23-456   30.32%     36.91%     30.72%     12.78%  
                    0-12-3-456   36.70%     36.67%     30.01%     12.68%  
                    0-1-2-3456   31.12%     36.65%     30.26%     12.88%  
                    0-1-234-56   33.24%     35.88%     31.19%     12.34%  
                    01-2-34-56   40.69%     35.31%     30.62%     12.64%  
                    0123-4-5-6   60.90%     35.04%     28.37%     9.31%   
                    0-12-345-6   36.97%     34.74%     29.49%     11.93%  
                    01-2-3-456   41.22%     33.33%     29.38%     11.36%  
                    0-123-45-6   41.76%     32.97%     28.79%     10.37%  
                    0-1234-5-6   52.13%     32.13%     30.27%     9.95%   
                    0-1-2345-6   36.17%     32.08%     29.25%     10.44%  
                    012-34-5-6   52.93%     31.66%     27.99%     9.40%   
                    01-2-345-6   41.49%     31.39%     28.86%     10.61%  
                    01-234-5-6   46.28%     30.55%     30.05%     10.66%  
                    01-23-45-6   41.49%     30.33%     28.51%     9.60%   
                    012-3-45-6   51.60%     28.42%     25.67%     6.62%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-123-4-56   43.09%     42.62%     32.61%     15.66%  
                    01-23-4-56   42.82%     39.97%     32.33%     14.88%  
                    0-12-34-56   36.17%     38.65%     31.25%     13.96%  
                    0-1-234-56   33.24%     35.88%     31.19%     12.34%  
                    0-1-23-456   30.32%     36.91%     30.72%     12.78%  
                    01-2-34-56   40.69%     35.31%     30.62%     12.64%  
                    0-1234-5-6   52.13%     32.13%     30.27%     9.95%   
                    0-1-2-3456   31.12%     36.65%     30.26%     12.88%  
                    01-234-5-6   46.28%     30.55%     30.05%     10.66%  
                    0-12-3-456   36.70%     36.67%     30.01%     12.68%  
                    0-12-345-6   36.97%     34.74%     29.49%     11.93%  
                    012-3-4-56   52.93%     38.06%     29.49%     11.91%  
                    01-2-3-456   41.22%     33.33%     29.38%     11.36%  
                    0-1-2345-6   36.17%     32.08%     29.25%     10.44%  
                    01-2-345-6   41.49%     31.39%     28.86%     10.61%  
                    0-123-45-6   41.76%     32.97%     28.79%     10.37%  
                    01-23-45-6   41.49%     30.33%     28.51%     9.60%   
                    0123-4-5-6   60.90%     35.04%     28.37%     9.31%   
                    012-34-5-6   52.93%     31.66%     27.99%     9.40%   
                    012-3-45-6   51.60%     28.42%     25.67%     6.62%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-123-4-56   43.09%     42.62%     32.61%     15.66%  
                    01-23-4-56   42.82%     39.97%     32.33%     14.88%  
                    0-12-34-56   36.17%     38.65%     31.25%     13.96%  
                    0-1-2-3456   31.12%     36.65%     30.26%     12.88%  
                    0-1-23-456   30.32%     36.91%     30.72%     12.78%  
                    0-12-3-456   36.70%     36.67%     30.01%     12.68%  
                    01-2-34-56   40.69%     35.31%     30.62%     12.64%  
                    0-1-234-56   33.24%     35.88%     31.19%     12.34%  
                    0-12-345-6   36.97%     34.74%     29.49%     11.93%  
                    012-3-4-56   52.93%     38.06%     29.49%     11.91%  
                    01-2-3-456   41.22%     33.33%     29.38%     11.36%  
                    01-234-5-6   46.28%     30.55%     30.05%     10.66%  
                    01-2-345-6   41.49%     31.39%     28.86%     10.61%  
                    0-1-2345-6   36.17%     32.08%     29.25%     10.44%  
                    0-123-45-6   41.76%     32.97%     28.79%     10.37%  
                    0-1234-5-6   52.13%     32.13%     30.27%     9.95%   
                    01-23-45-6   41.49%     30.33%     28.51%     9.60%   
                    012-34-5-6   52.93%     31.66%     27.99%     9.40%   
                    0123-4-5-6   60.90%     35.04%     28.37%     9.31%   
                    012-3-45-6   51.60%     28.42%     25.67%     6.62%   
