R:A::C:P,0 2,1 3 6,4,5
0 2,0.441340782122905,0.39664804469273746,0.08379888268156424,0.0782122905027933
1 3 6,0.43434343434343436,0.3400673400673401,0.12457912457912458,0.10101010101010101
4,0.3333333333333333,0.375,0.0,0.2916666666666667
5,0.3076923076923077,0.46153846153846156,0.23076923076923078,0.0
