R:A::C:P,0 6,1 2,3 5,4
0 6,0.26881720430107525,0.136986301369863,0.1568627450980392,0.16666666666666666
1 2,0.6666666666666666,0.7397260273972602,0.6470588235294118,0.6333333333333333
3 5,0.043010752688172046,0.0958904109589041,0.1568627450980392,0.03333333333333333
4,0.021505376344086023,0.0273972602739726,0.0392156862745098,0.16666666666666666
