R:A::C:P,0,1,2,3,4,5,6,7,p
0,14,10,7,6,5,4,1,10,11
1,28,35,26,19,22,17,10,30,39
2,3,16,19,20,8,8,7,8,22
3,2,3,4,5,2,7,4,1,6
4,2,2,2,1,0,6,5,0,6
5,5,2,1,7,6,0,3,0,2
6,2,3,4,3,7,4,7,4,3
7,3,1,0,0,1,0,0,1,1
p,5,1,4,1,2,0,2,4,3
