R:A::C:P,antag,fool,other,protag
antag,0.20689655172413793,0.034482758620689655,0.6206896551724138,0.13793103448275862
fool,0.17391304347826086,0.391304347826087,0.34782608695652173,0.08695652173913043
other,0.022366522366522368,0.020923520923520924,0.9357864357864358,0.020923520923520924
protag,0.2,0.08571428571428572,0.2,0.5142857142857142
