R:A::C:P,antag,fool,other,protag
antag,0.004073319755600814,0.0006788866259334691,0.012219959266802444,0.0027155465037338763
fool,0.0027155465037338763,0.006109979633401222,0.005431093007467753,0.0013577732518669382
other,0.021045485403937542,0.019687712152070606,0.8805159538357095,0.019687712152070606
protag,0.0047522063815342835,0.002036659877800407,0.0047522063815342835,0.012219959266802444
