R:A::C:P,0 2,1,3 6,4 5
0 2,0.15019011406844107,0.060836501901140684,0.0741444866920152,0.055133079847908745
1,0.20342205323193915,0.0817490494296578,0.057034220532319393,0.08745247148288973
3 6,0.04182509505703422,0.013307984790874524,0.039923954372623575,0.039923954372623575
4 5,0.030418250950570342,0.0076045627376425855,0.03231939163498099,0.024714828897338403
