R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.6258992805755396,0.2805755395683453,0.09352517985611511
3 4,0.35714285714285715,0.6428571428571429,0.0
5 6,0.5,0.3333333333333333,0.16666666666666666
