R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.5471698113207547,0.24528301886792453,0.08176100628930817
3 4,0.031446540880503145,0.05660377358490566,0.0
5 6,0.018867924528301886,0.012578616352201259,0.006289308176100629
