R:A::C:P,0 3 5,1 4,2 6
0 3 5,0.5434782608695652,0.32608695652173914,0.13043478260869565
1 4,0.4935064935064935,0.35064935064935066,0.15584415584415584
2 6,0.5833333333333334,0.1388888888888889,0.2777777777777778
