R:A::C:P,0,1 3,2 5,4,6
0,0.3230769230769231,0.125,0.08333333333333333,0.16666666666666666,0.10714285714285714
1 3,0.5076923076923077,0.5,0.5666666666666667,0.4666666666666667,0.4642857142857143
2 5,0.13846153846153847,0.28125,0.3,0.2,0.39285714285714285
4,0.015384615384615385,0.03125,0.03333333333333333,0.16666666666666666,0.03571428571428571
6,0.015384615384615385,0.0625,0.016666666666666666,0.0,0.0
