R:A::C:P,0,1 2 6,3 4 5
0,0.3939393939393939,0.14035087719298245,0.16666666666666666
1 2 6,0.5454545454545454,0.7719298245614035,0.6944444444444444
3 4 5,0.06060606060606061,0.08771929824561403,0.1388888888888889
