R:A::C:P,0 2,1,3 4,5
0 2,0.4318181818181818,0.47619047619047616,0.5833333333333334,0.6666666666666666
1,0.4772727272727273,0.47619047619047616,0.3333333333333333,0.3333333333333333
3 4,0.09090909090909091,0.0,0.08333333333333333,0.0
5,0.0,0.047619047619047616,0.0,0.0
