R:A::C:P,0 2,1 6,3,4 5
0 2,0.441340782122905,0.24581005586592178,0.15083798882681565,0.16201117318435754
1 6,0.4448669201520912,0.2509505703422053,0.08365019011406843,0.22053231939163498
3,0.35294117647058826,0.23529411764705882,0.14705882352941177,0.2647058823529412
4 5,0.32,0.26,0.16,0.26
