R:A::C:P,0,1 3 5,2 4
0,0.36363636363636365,0.2857142857142857,0.043478260869565216
1 3 5,0.45454545454545453,0.45714285714285713,0.6086956521739131
2 4,0.18181818181818182,0.2571428571428571,0.34782608695652173
